Editora,ISBN,Ano,Edição,Origem,Encadernação,Idioma,País,Páginas,preço,nome,categoria,Autores
GUANABARA KOOGAN,8595157065,2021,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,225.0,TÉCNICAS AVANÇADAS EM ECOCARDIOGRAFIA,MEDICINA,MARCELO LUIZ VIEIRA; VIVIANE HOTTA
RUBIO,8587600729,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,86,45.0,CAMINHOS INTERDISCIPLINARES NA ODONTOLOGIA,MEDICINA,ITALA FERREIRA; JUREMA NOGUEIRA MENDES RANGEL; LINA CARDOSO NUNES; MARIA CYNESIA MEDEIROS DE BARROS TORRES
GLOBO LIVROS,8525065870,2018,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,352,54.52,O LIVRO DA MITOLOGIA,LITERATURA NACIONAL,VÁRIOS AUTORES
OUTRA,0,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,176.0,NUTRIÇAO E FISIOPATOLOGIA NAS DOENÇAS HEPATICAS,MEDICINA,DESCONHECIDO
OUTRA,9788560246182,2014,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,734,382.5,ORTODONTIA DE VISÃO: FILOSOFIA DE RICKETTS,MEDICINA,DESCONHECIDO
COMPANHIA DAS LETRAS,8535914110,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,54.9,LEITE DERRAMADO,LITERATURA NACIONAL,CHICO BUARQUE
OUTRA,9788560246076,2014,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,288,246.5,ATLAS DE CONSTRUÇÃO APARELHOS ORTOPÉDICOS FUNCIONAIS - COM CD,MEDICINA,DESCONHECIDO
PLANETA DO BRASIL,6555352752,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,46.9,CORAGEM DE VIVER,LITERATURA NACIONAL,FABRICIO CARPINEJAR
CHIADO BRASIL,9895297351,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,525,60.0,O DEUS DO SAL E OUTRAS CORRENTEZAS,LITERATURA NACIONAL,IVO FERREIRA
GUANABARA KOOGAN,8527736446,2021,2,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,854,277.0,VENTILAÇÃO MECÂNICA - FUNDAMENTOS E PRÁTICA CLÍNICA,MEDICINA,JORGE LUIS DOS SANTOS VALIATTI; JOSÉ LUIZ GOMES DO FALCÃO; LUIZ FERNANDO DOS REIS AMARAL
NOVA FRONTEIRA,6556400912,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,560,79.9,O QUE VOCÊ PRECISA SABER SOBRE SHAKESPEARE ANTES QUE O MUNDO ACABE,LITERATURA NACIONAL,LIANA DE CAMARGO LEÃO
ALAUDE,6586049342,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,89.9,LAROUSSE DOS ÓLEOS ESSENCIAIS,MEDICINA,THIERRY FOLLIARD
EDITORA ATHENEU,6555861487,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,504,178.62,"HELOU, CIMINO, DAFFRE: FARMACOTÉCNICA",MEDICINA,JOSE ANTONIO DE OLIVEIRA BATISTUZZO
VOZES,6557130005,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,60.0,PROJETO DE PESQUISA EM CIÊNCIAS DA SAÚDE,MEDICINA,FABIO SCORSOLIM-COMIN
OUTRA,9788554620677,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,260,77.92,MAPAS MENTAIS EM ANTIBIÓTICOS,MEDICINA,DESCONHECIDO
OUTRA,9788567806280,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,210,62.32,INVESTIMENTOS PARA MÉDICOS: DEIXE O DINHEIRO DAR PLANTÃO POR VOCÊ!,MEDICINA,DESCONHECIDO
OUTRA,9788598307633,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,144,30.87,UMA VIDA PELO FIM DO CÂNCER: MÉTODO KOVACSIK,MEDICINA,DESCONHECIDO
GUANABARA KOOGAN,8595150206,2021,6,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,592,450.0,FUNDAMENTOS DE ECOCARDIOGRAFIA CLÍNICA,MEDICINA,CATHERINE OTTO
GUANABARA KOOGAN,8595157588,2021,6,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,223,696.0,ORTODONTIA CONTEMPORÂNEA,MEDICINA,DESCONHECIDO
EDITORA DOS EDITORES,6586098335,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,184,50.0,A SAÚDE DE NOSSOS FILHOS,MEDICINA,DESCONHECIDO
EDITORA DOS EDITORES,6586098343,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,50.0,A SAÚDE DE NOSSOS FILHOS,MEDICINA,DESCONHECIDO
EDITORA DOS EDITORES,6586098378,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,200,50.0,A SAÚDE DE NOSSOS FILHOS,MEDICINA,DESCONHECIDO
CHIADO BRASIL,989528781X,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,350,43.0,A PONTE PARA AS ESTRELAS,LITERATURA NACIONAL,JAIR ALVES ROSA
EDITORA DOS EDITORES,6586098351,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,50.0,A SAÚDE DOS NOSSOS FILHOS,MEDICINA,DESCONHECIDO
GUANABARA KOOGAN,8595157987,2021,7,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,400,295.0,MANUAL DE ANESTESIA LOCAL,MEDICINA,STANLEY F. MALAMED
IATRIA,8576140616,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,88.0,TERAPIA INTRAVENOSA,MEDICINA,LAZARA MARIA ELOY TAVARES
IATRIA,8576140373,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,248,139.0,GESTÃO ESTRATÉGICA NA SAÚDE,MEDICINA,SANMYA FEITOSA TAJRA
ROCCO,8532519695,2006,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,36.0,ESSÊNCIA E ALQUIMIA,MEDICINA,MANDY AFTEL
IATRIA,857614042X,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,119.0,BIOÉTICA,MEDICINA,ADRIANA RODRIGUES A. MENDONÇA
IATRIA,8576140578,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,288,147.0,CENTRO CIRÚRGICO,MEDICINA,JOAO FRANCISCO POSSARI
LEYA.,8544101526,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,46.0,PAPO CABEÇA,MEDICINA,FERNANDO CAMPOS GOMES PINTO
COMPANHIA DE BOLSO,6559210073,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,280,25.81,26 POETAS HOJE,LITERATURA NACIONAL,VÁRIOS AUTORES
GEN,8527733331,2018,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,1392,557.0,FISIOLOGIA,MEDICINA,MARGARIDA DE MELLO AIRES
TODAVIA,6556921181,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,304,54.52,COMO LER OS RUSSOS,LITERATURA NACIONAL,IRINEU FRANCO PERPETUO
SEXTANTE,8543105277,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,44.9,O HOMEM MAIS FELIZ DA HISTÓRIA,LITERATURA NACIONAL,AUGUSTO CURY
HAL LEONARD BOOKS,0711982171,2001,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,48,115.6,PLAY GUITAR WITH BOB DYLAN,ARTES E FOTOGRAFIA,ARTHUR DICK; BOB DYLAN
AUTOGRAFIA UM LIVRO,8555267552,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,140,33.0,A PAIXÃO SEGUNDO OS LÁZAROS,LITERATURA NACIONAL,MARCOS CONTRUCCI
MARTIN CLARET,8544002102,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,28.9,A FALÊNCIA,LITERATURA NACIONAL,JULIA LOPES DE ALMEIDA
NEW HOLLAND PUBLISHE,1847735118,2010,1,IMPORTADO,BROCHURA,INGLÊS,INGLATERRA,160,103.9,PROFESSIONAL SOFT FURNISHINGS,ARTES E FOTOGRAFIA,WENDY SHORTER
EMPIREO,856719122X,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,120,24.9,RETALHOS,LITERATURA NACIONAL,CAMILA KAIHATSU; NATASJA HAIA
CEU AZUL DE COPACABA,8587467107,2002,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,64,19.8,FLORIANOPOLIS 90 COLORFOTOS,ARTES E FOTOGRAFIA,DESCONHECIDO
DUBLINENSE,8562757659,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,49.9,ANARQUIA NA PASSARELA,ARTES E FOTOGRAFIA,DANIEL RODRIGUES
NOVA FRONTEIRA,852092073X,2008,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,153,64.9,PELOS JARDINS BOBOLI - REFLEXOES SOBRE A ARTE,ARTES E FOTOGRAFIA,RUI DE OLIVEIRA
ASSOULINE USA,1614282056,2014,1,IMPORTADO,CAPA DURA,INGLÊS,ESTADOS UNIDOS,144,137.5,"SCHOOL OF FASHION, THE",ARTES E FOTOGRAFIA,SIMON COLLINS
RYLAND PETERS USA,1908170891,2012,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,128,167.3,THRIFTY STYLE,ARTES E FOTOGRAFIA,CICO BOOKS
HAL LEONARD BOOKS,1423489225,2010,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,72,83.1,BOB DYLAN - HARMONICA PLAY-ALONG VOLUME 12,ARTES E FOTOGRAFIA,BOB DYLAN
WEBSTERS DIGITAL SER,1240937490,2011,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,314,239.3,"ANARCHO-PUNK COMPENDIUM, THE",ARTES E FOTOGRAFIA,XAVIER ZINN
GINGKO PRESS,1906417024,2008,1,IMPORTADO,BROCHURA,ALEMÃO,ESTADOS UNIDOS,144,111.8,FABRIC SCRAPPING,ARTES E FOTOGRAFIA,KATIE EBBEN
ACADEMIA DE INTELIGE,8542213289,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,328,44.9,ACERTO DE CONTAS,LITERATURA NACIONAL,MARCELO CEZAR
PARALELA,8565530698,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,37.9,1 PÁGINA DE CADA VEZ,ARTES E FOTOGRAFIA,ADAM J. KURTZ
MACK BOOK,1910164046,2014,1,IMPORTADO,CAPA DURA,INGLÊS,INGLATERRA,128,157.5,"PORQUE DE LAS NARANJAS [WHY ORANGES?], EL",ARTES E FOTOGRAFIA,RICARDO CASES
QUAYSIDE PUBLISHING,163159091X,2015,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,208,57.0,DRAW 500 FANTASTIC FOODS,ARTES E FOTOGRAFIA,ZOE INGRAM
COMPANHIA DAS LETRAS,8535925600,2015,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,128,184.9,OUTRAS AMÉRICAS,ARTES E FOTOGRAFIA,SEBASTIÃO SALGADO
IDEA BOOKS,3941825739,2015,1,IMPORTADO,BROCHURA,INGLÊS,INGLATERRA,52,116.6,SOUNDS HELL,ARTES E FOTOGRAFIA,EZRA NAHMAD
THAMES & HUDSON,0500517576,2014,1,IMPORTADO,CAPA DURA,INGLÊS,INGLATERRA,288,146.5,COLLECTORS EDITION,ARTES E FOTOGRAFIA,STUART TOLLEY
FABRICA 231,8568432891,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,320,26.57,SOB UM MILHÃO DE ESTRELAS,LITERATURA NACIONAL,CHRIS MELO
GLOBO ALT,8525066656,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,31.12,TEXTOS CRUÉIS DEMAIS PARA SEREM LIDOS RAPIDAMENTE – ONDE DORME O AMOR,LITERATURA NACIONAL,GABRIELA BARREIRA; IGOR PIRES; LETICIA NAZARETH; MALU MOREIRA
ALTA BOOKS,8576088185,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,364,92.0,CANTO PARA LEIGOS,ARTES E FOTOGRAFIA,PAMELIA S. PHILLIPS
HIRMER UK,3777423572,2015,1,IMPORTADO,CAPA DURA,INGLÊS,INGLATERRA,128,135.7,JOCHEN PLOGSTIES: KISSES IN THE AFTERNOON,ARTES E FOTOGRAFIA,DESCONHECIDO
SCHOLASTIC BOOKS,1338116835,2016,1,IMPORTADO,BROCHURA,INGLÊS,ESTADOS UNIDOS,92,27.2,FANTASTIC BEASTS AND WHERE TO FIND THEM,ARTES E FOTOGRAFIA,SCHOLASTIC INC.
RYLAND PETERS UK,1849753717,2013,1,IMPORTADO,BROCHURA,INGLÊS,INGLATERRA,144,103.9,"GIRL'S GUIDE TO LIFE ON TWO WHEELS, THE",ARTES E FOTOGRAFIA,CATHY BUSSEY
CRIATIVO,8564249081,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,96,34.9,"CURSO PRATICO DE MANGA PASSO A PASSO, V.3",ARTES E FOTOGRAFIA,ARTHUR GARCIA
MANOLE,8520431666,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,396,102.0,O BEBÊ PREMATURO,MEDICINA,ALICE D'AGOSTINI DEUTSCH; MARIA FERNANDA P. S. DORNAUS; RENATA DEJTIAR WAKSMAN
QUARTO EDITORA,085762394X,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,44.9,DESENHOS PARA QUEM AMA CACHORROS : 50 MODELOS INSPIRADORES E EXERCÍCIOS CRIATIVOS PARA CACHORREIROS,ARTES E FOTOGRAFIA,GEMMA CORRELL
IATRIA,857614073X,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,113.0,ENFERMAGEM DO TRABALHO,MEDICINA,MARCIA VILMA G. MORAES
MANOLE,8520435289,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,496,338.0,RESSONÂNCIA E TOMOGRAFIA CARDIOVASCULAR,MEDICINA,VARIOS AUTORES
EDITORA CRV,8580423236,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,170,53.63,"ADESÃO AO TRATAMENTO DE HIV/AIDS POR PACIENTES COM AIDS, TUBERCULOSE E USUÁRIOS DE DROGAS SUBSÍDIOS PARA",MEDICINA,HELENA MARIA MEDEIROS LIMA
IATRIA,8576140756,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,166.0,CASOS CLÍNICOS EM ONCOLOGIA,MEDICINA,ANDREA BEZERRA RODRIGUES; PATRICIA PERES OLIVEIRA
HUCITEC EDITORA,8564806819,2013,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,230,44.0,AS PRÁTICAS CORPORAIS NO CAMPO DA SAÚDE - VOLUME I,MEDICINA,DESCONHECIDO
LEYA.,8544101208,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,384,115.0,ALMANAQUE DAS DROGAS 2ª ED,MEDICINA,TARSO ARAUJO
IATRIA,8576140055,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,168,97.0,AUDITORIA DE ENFERMAGEM,MEDICINA,ANA LETICIA CARNEVALLI MOTTA
NOVO SECULO,8542806417,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,512,65.0,EQUILÍBRIO HORMONAL,MEDICINA,SCOTT ISAACS
LEYA,8577341526,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,280,37.0,COMER PARA EMAGRECER,MEDICINA,BIA RIQUE
L&PM EDITORES,8525420948,2010,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,876,102.5,CAIXA ESPECIAL ESTILO DE VIDA,MEDICINA,FERNANDO LUCCHESE; VARIOS AUTORES
ELSEVIER (MEDICINA),8535279024,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1192,645.0,GRAY - ANATOMIA CLÍNICA PARA ESTUDANTES,MEDICINA,RICHARD DRAKE
MANOLE,8520451446,2017,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,3586,1551.0,TRATADO DE RADIOLOGIA (KIT),MEDICINA,CLAUDIA DA COSTA LEITE; GIOVANNI GUIDO CERRI; MANOEL DE SOUZA ROCHA
NOBEL,8521301715,1994,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,400,129.9,NUTRIÇÃO ANIMAL : AS BASES E OS FUNDAMENTOS DA NUTRIÇÃO ANIMAL : OS ALIMENTOS,MEDICINA,JOSE MILTON ANDRIGUETTO; L. PERLY
CORTEZ EDITORA,8524908718,2002,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,232,65.0,TRATANDO GAGUEIRA,MEDICINA,DESCONHECIDO
HUCITEC EDITORA,8527106469,2004,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,182,35.0,A IMPLANTAÇÃO DAS DIRETRIZES CURRICULARES NACIONAIS DE ODONTOLOGIA,MEDICINA,RAQUEL SANO SUGA TERADA
ILUS BOOKS,8493818348,2011,1,NACIONAL,BROCHURA,PORT. PORTUGAL,ESPANHA,223,88.0,ILUSOES DE OPTICA,ARTES E FOTOGRAFIA,VÁRIOS ARTISTAS
ZAHAR,8571100810,1990,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,264,72.9,A TRILOGIA TEBANA,ARTES E FOTOGRAFIA,SOFOCLES
TASCHEN DO BRASIL,3822809691,2001,1,IMPORTADO,BROCHURA,PORTUGUÊS,ALEMANHA,96,55.0,TURNER,ARTES E FOTOGRAFIA,MICHAEL BOCKEMUHL
COSAC NAIFY,8575031686,2003,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,128,119.0,ARTUR LESCHER,ARTES E FOTOGRAFIA,ARACY A. AMARAL; ARTHUR ROSENBLAT NESTROVSKI; RAFAEL VOGT MAIA ROSA
ESTAÇAO LIBERDADE,8574480290,2001,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,52.0,METRÓPOLE EM SINFONIA,ARTES E FOTOGRAFIA,JOSE GERALDO VINCI DE MORAES
PENGUIN COMPANHIA,8582850409,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,248,34.9,ROMEU E JULIETA,ARTES E FOTOGRAFIA,WILLIAM SHAKESPEARE
SEXTANTE,8543102480,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,16,96.0,DECORANDO SUA CASA COM O REINO ANIMAL,ARTES E FOTOGRAFIA,MILLIE MAROTTA
CIVILIZAÇAO BRASILEI,8520009700,2010,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,196,49.9,OS MELHORES ANOS DE NOSSAS VIDAS,ARTES E FOTOGRAFIA,DOMINGOS DE OLIVEIRA; JOAQUIM ASSIS; LENITA PLONCZINSKI
BEST SELLER,8576848422,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,208,54.9,A BÍBLIA DO ESTILO: O QUE VESTIR PARA O TRABALHO,ARTES E FOTOGRAFIA,LAUREN A. ROTHMAN
SCALA/PAISAGEM,8866370770,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,45.0,ROMÂNICO,ARTES E FOTOGRAFIA,VARIOS
BLUME (BRASIL),8498014832,2010,1,IMPORTADO,BROCHURA,ESPANHOL,ESPANHA,192,127.0,DISENO DE MODA EN PIEL,ARTES E FOTOGRAFIA,FRANCESCA STERLACCI
I.B. TAURIS,0856676942,2010,1,IMPORTADO,BROCHURA,INGLÊS,INGLATERRA,80,89.8,"ART OF FAITH, THE",ARTES E FOTOGRAFIA,ANDREW MOORE
ROCCO,8532522556,2007,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,280,34.0,MULHERES JAPONESAS NÃO ENVELHECEM NEM...,MEDICINA,NAOMI MORIYAMA; WILLIAM DOYLE
PERSPECTIVA,8527309610,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,54.9,COMO PARAR DE ATUAR,ARTES E FOTOGRAFIA,HAROLD GUSKIN
LANDMARK,8580700078,2011,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,352,48.0,"TEATRO COMPLETO, V.2",ARTES E FOTOGRAFIA,OSCAR WILDE
PERSPECTIVA,8527309424,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,168,59.9,TRABALHAR COM GROTOWSKI SOBRE AS AÇÕES FÍSICAS,ARTES E FOTOGRAFIA,THOMAS RICHARDS
PLANETA DO BRASIL,854220882X,2016,1,NACIONAL,CAPA DURA,PORTUGUÊS,BRASIL,144,39.9,RUÍDO BRANCO,LITERATURA NACIONAL,ANA CAROLINA
ESSENCIA,8542214560,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,416,54.9,O CANALHA DO 610,LITERATURA NACIONAL,MILA WANDER
PLANETA DO BRASIL,8542211804,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,42.9,TUDO NELA BRILHA E QUEIMA,LITERATURA NACIONAL,RYANE LEÃO
PARALELA,8584390812,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,216,39.9,O LIVRO DOS RESSIGNIFICADOS,LITERATURA NACIONAL,AKAPOETA
COMPANHIA DAS LETRAS,8535928138,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,496,67.9,O REMANESCENTE,LITERATURA NACIONAL,RAFAEL CARDOSO DENIS
COMPANHIA DAS LETRAS,8535928154,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,64,47.9,BALADAS,LITERATURA NACIONAL,FABRICIO CORSALETTI
COMPANHIA DAS LETRAS,8535915478,2009,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,184,54.9,SEMINÁRIO DOS RATOS,LITERATURA NACIONAL,LYGIA FAGUNDES TELLES
NOVA FRONTEIRA,8520939279,2017,16,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,800,89.9,ROMANCE DA PEDRA DO REINO E O PRINCIPE DO SANGUE,LITERATURA NACIONAL,ARIANO SUASSUNA
CENE,8568941052,2017,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,152,29.33,POESIA COM RAPADURA,LITERATURA NACIONAL,BRÁULIO BESSA
COMPANHIA DAS LETRAS,8535931767,2019,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,52.9,UMA MULHER NO ESCURO — VENCEDOR JABUTI 2020,LITERATURA NACIONAL,RAPHAEL MONTES
COMPANHIA DE BOLSO,8535920919,2012,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,272,37.9,MAR MORTO,LITERATURA NACIONAL,JORGE AMADO
COMPANHIA DAS LETRAS,8535927069,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,49.9,A VIDA INVISÍVEL DE EURÍDICE GUSMÃO,LITERATURA NACIONAL,MARTHA BATALHA
ASTRAL CULTURAL,8582463316,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,160,34.9,"AMOR, OTÁRIO AMOR: HISTÓRIAS DA VIDA 2.0",LITERATURA NACIONAL,LÉO LUZ
UNIVERSO DOS LIVROS,8579309158,2015,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,256,39.9,A DAMA DE PAPEL,LITERATURA NACIONAL,CATARINA MUNIZ
SIMONSEN,8569041144,2016,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,192,49.9,DEPOIS DO FIM,LITERATURA NACIONAL,ALEX BEZERRA DE MENEZES
NOVA FRONTEIRA,852094163X,2017,35,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,44.9,"SANTO E A PORCA, O",LITERATURA NACIONAL,ARIANO SUASSUNA
EKO EDITORA,8573246944,2006,1,USADO,BROCHURA,PORTUGUÊS,BRASIL,96,12.25,REIKI,MEDICINA,GIULIANA LOMAZZI
OUTRA,9786587949079,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,176,32.76,ALIMENTAÇÃO E NUTRIÇÃO NA ATENÇÃO BÁSICA: REFLEXÕES COTIDIANAS E CONTRIBUIÇÕES PARA PRÁTICAS DO CUIDADO,MEDICINA,DESCONHECIDO
OUTRA,9788577281893,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,239,46.8,MANUAL DE FÍSICA RADIOLÓGICA,MEDICINA,DESCONHECIDO
OUTRA,9788527105491,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,224,34.0,SAÚDE LOUCURA 7: SAÚDE MENTAL E SAÚDE DA FAMÍLIA,MEDICINA,DESCONHECIDO
OUTRA,9788520445334,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1056,201.14,MANUAL DA RESIDÊNCIA DE CUIDADOS PALIATIVOS: ABORDAGEM MULTIDISCIPLINAR,MEDICINA,DESCONHECIDO
AUTÊNTICA EDITORA LT,8551302698,2018,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,240,49.8,LIMA BARRETO,LITERATURA NACIONAL,LIMA BARRETO
OUTRA,9788520440858,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,376,200.6,TRILHOS ANATÔMICOS: MERIDIANOS MIOFASCIAIS PARA TERAPEUTAS MANUAIS E DO MOVIMENTO,MEDICINA,DESCONHECIDO
GUANABARA KOOGAN,8595157944,2021,5,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,824,415.0,HISTOLOGIA E BIOLOGIA CELULAR - UMA INTRODUÇÃO À PATOLOGIA,MEDICINA,ABRAHAM KIERSZENBAUM; LAURA TRES
GUANABARA KOOGAN,8527737442,2021,5,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,624,322.0,NUTRIÇÃO PARA O ESPORTE E O EXERCÍCIO,MEDICINA,FRANK I. KATCH; VICTOR L. KATCH; WILLIAM D. MCARDLE
GUANABARA KOOGAN,8527737523,2021,5,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,392,329.0,RESSONÂNCIA MAGNÉTICA - APLICAÇÕES PRÁTICAS,MEDICINA,CATHERINE WESTBROOK; JOHN TALBOT
OUTRA,9788575410370,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,568,53.82,"CUIDAR, CONTROLAR, CURAR: ENSAIOS HISTÓRICOS SOBRE SAÚDE E DOENÇA NA AMÉRICA LATINA E CARIBE",MEDICINA,DESCONHECIDO
OUTRA,9788585471170,2014,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,134,11.7,CORRENDO O RISCO: UMA INTRODUÇÃO AOS RISCOS EM SAÚDE,MEDICINA,DESCONHECIDO
MUNDO CRISTAO,8543301637,2016,2016,USADO,BROCHURA,PORTUGUÊS,BRASIL,128,19.95,ATENÇÃO! TEM GENTE INFLUENCIANDO SEUS FILHOS,MEDICINA,CRIS POLI
EDITORA ATHENEU,8538810642,2021,1,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,336,100.62,CONDUTAS EM ANESTESIA – PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS,MEDICINA,DESCONHECIDO
GUANABARA KOOGAN,8527737450,2021,11,NACIONAL,BROCHURA,PORTUGUÊS,BRASIL,1584,195.0,PRÁTICA DE ENFERMAGEM,MEDICINA,SANDRA NETTINA
